,Learn Result: Max Loss,Zero Loss,Random,HMM(2),HMM(3),HMM(4),HMM(5),HMM(6),Max Gain
145,-132141.1000000001,0,-435.0733333333313,4362.400000000023,4362.400000000023,4771.999999999534,4771.999999999534,4771.999999999534,135871.2
146,-160303.00000000012,0,-4655.526666666662,12695.899999999907,12695.899999999907,13019.29999999993,13394.499999999884,13394.499999999884,173697.50000000006
147,-87313.80000000012,0,569.3000000000029,484.69999999995343,852.8000000000466,6256.699999999953,6256.699999999953,6256.699999999953,88098.90000000014
148,-106047.59999999995,0,-2018.6699999999983,5918.199999999953,6097.900000000023,16793.69999999972,16793.69999999972,16793.69999999972,112175.19999999997
149,-80208.59999999993,0,749.6466666666674,2260.5999999999767,2674.6999999999534,2948.20000000007,2948.20000000007,2948.20000000007,82535.09999999987
150,-104557.10000000028,0,8.876666666670644,138.20000000006985,138.20000000006985,138.20000000006985,138.20000000006985,138.20000000006985,87064.80000000032
151,-85589.0000000003,0,-398.60999999999575,9220.699999999953,9357.199999999953,9357.199999999953,9357.199999999953,9357.199999999953,94931.8000000003
152,-93268.09999999947,0,-774.4000000000015,-291.69999999995343,190.49999999988358,814.4999999997672,814.4999999997672,814.4999999997672,83931.49999999943
153,-87050.7999999998,0,15.566666666675397,2389.8000000000466,2389.8000000000466,2389.8000000000466,2389.8000000000466,2389.8000000000466,85493.59999999986
154,-135061.3,0,-390.2533333333292,25185.500000000116,25185.500000000116,30349.200000000536,30349.200000000536,30349.200000000536,157618.5
155,-76036.30000000041,0,223.24333333333925,495.19999999995343,566.6999999999534,1122.8000000000466,1122.8000000000466,1122.8000000000466,76937.20000000038
156,-84599.7999999996,0,-1061.1600000000083,-442.69999999995343,105.0,1759.3999999997905,1759.3999999997905,1759.3999999997905,82947.79999999962
157,-84291.5999999996,0,-298.42000000000553,4728.599999999977,4728.599999999977,4917.099999999977,4917.099999999977,4917.099999999977,88709.99999999964
158,-106384.50000000026,0,-1540.7233333333352,-381.9000000000233,267.4000000000233,2816.9000000006054,2816.9000000006054,2816.9000000006054,99736.8000000003
159,-117227.39999999962,0,196.05999999999767,-285.30000000004657,-96.5,5228.799999999348,5228.799999999348,5228.799999999348,115904.7999999996
160,-108657.29999999887,0,616.8266666666628,812.5999999999767,812.5999999999767,5418.300000000047,5418.300000000047,5418.300000000047,108393.8999999989
161,-142250.80000000002,0,-239.42333333334196,0.0,0.0,3106.0999999998603,3106.0999999998603,3106.0999999998603,134891.40000000008
162,-136941.70000000007,0,2248.836666666672,5831.199999999953,6766.0,8065.10000000021,8065.10000000021,8065.10000000021,143677.2
